pid,query_number,id,cost_SC,cost_input,cost_SC_experiments,cost_input_experiments,cost_SC_difference,cost_input_difference,time_SC,time_input,time_SC_experiment,time_input_experiment,time _SC_difference,time_input_difference,SC_better_time_sc_data,SC_better_time_experiment_data,performance_difference
181,280,181-280,6740.5,31960.49,6740.5,31447.05,0,513.44,64.1695,584.633,80.2648,146.1756,-16.0953,438.4574,1,1,significant
184,77,184-77,14997.44,15612.7,12920.87,14214.41,2076.57,1398.29,89.361,108.952,91.3616,103.2096,-2.0006,5.7424,1,1,significant
184,78,184-78,14997.44,15612.7,12920.87,14214.41,2076.57,1398.29,88.2805,107.628,91.3326,104.7918,-3.0521,2.8362,1,1,significant
184,179,184-179,14997.44,15612.7,12920.87,14214.41,2076.57,1398.29,90.1015,109.489,89.9856,105.3588,0.1159,4.1302,1,1,significant
184,366,184-366,4308.61,4585.48,4363.96,4640.84,-55.35,-55.36,49.0495,63.1175,66.2558,77.6972,-17.2063,-14.5797,1,1,significant
1141,27,1141-27,2721.19,7048.49,2657.65,5883.45,63.54,1165.04,57.132,44.2615,32.0608,33.579,25.0712,10.6825,0,1,not significant
1141,45,1141-45,2721.19,7048.49,2657.65,5883.45,63.54,1165.04,57.0505,44.098,36.8934,32.793,20.1571,11.305,0,0,not significant
1141,59,1141-59,2721.19,7048.49,2657.65,5883.45,63.54,1165.04,56.298,43.4555,31.8792,32.8892,24.4188,10.5663,0,1,not significant
1141,108,1141-108,2721.19,7048.49,2657.65,5883.45,63.54,1165.04,57.9765,44.034,30.9438,31.762,27.0327,12.272,0,1,not significant
1141,144,1141-144,2721.19,7048.49,2657.65,5883.45,63.54,1165.04,58.0515,43.889,36.9412,33.8356,21.1103,10.0534,0,0,not significant
1141,147,1141-147,2721.19,7048.49,2657.65,5883.45,63.54,1165.04,54.368,44.5505,32.9556,32.5648,21.4124,11.9857,0,0,not significant
1729,1,1729-1,1992.96,12097.82,1974.62,4880.29,18.34,7217.53,32.99,161.9255,29.3874,60.3662,3.6026,101.5593,1,1,significant
1729,2,1729-2,2096.56,2337.35,2039.12,2182.15,57.44,155.2,35.2385,34.4045,28.0596,25.7092,7.1789,8.6953,0,0,not significant
1729,5,1729-5,1992.96,10547.78,1974.62,3311.91,18.34,7235.87,33.148,126.0435,25.6414,26.1744,7.5066,99.8691,1,1,not significant
1729,6,1729-6,1992.96,60725.08,1974.62,69828.68,18.34,-9103.6,33.1805,909.4115,28.4444,710.8906,4.7361,198.5209,1,1,significant
1729,17,1729-17,1992.96,10547.78,1974.62,3311.91,18.34,7235.87,33.146,125.171,26.4472,24.6504,6.6988,100.5206,1,0,not significant
1729,21,1729-21,2096.56,10547.78,2039.12,3311.91,57.44,7235.87,36.112,129.903,28.5764,25.2926,7.5356,104.6104,1,0,not significant
1729,50,1729-50,2096.56,10547.78,2039.12,3311.91,57.44,7235.87,37.002,130.239,27.9894,26.537,9.0126,103.702,1,0,not significant
1729,66,1729-66,2096.56,2337.35,2039.12,2182.15,57.44,155.2,36.1715,35.578,28.4728,27.08,7.6987,8.498,0,0,not significant
1729,80,1729-80,1992.96,4430.46,1974.62,4224.96,18.34,205.5,31.8865,71.884,27.3692,62.4862,4.5173,9.3978,1,1,significant
1729,83,1729-83,2096.56,10892.17,2039.12,3519.44,57.44,7372.73,36.661,123.904,29.2288,24.5678,7.4322,99.3362,1,0,not significant
1729,84,1729-84,1992.96,10622.72,1974.62,3359.34,18.34,7263.38,32.993,122.376,25.79,26.445,7.203,95.931,1,1,not significant
1729,91,1729-91,1992.96,12787.21,1974.62,5569.68,18.34,7217.53,33.0925,158.6555,29.032,62.023,4.0605,96.6325,1,1,significant
1729,97,1729-97,1992.96,10547.78,1974.62,3311.91,18.34,7235.87,33.7355,119.6025,28.8098,26.4728,4.9257,93.1297,1,0,not significant
1729,116,1729-116,2096.56,10547.78,2039.12,3311.91,57.44,7235.87,35.514,125.5605,27.9114,24.694,7.6026,100.8665,1,0,not significant
596,2,596-2,2271.15,10825.97,2272.85,10827.77,-1.7,-1.8,40.2575,133.97,38.5044,304.2086,1.7531,-170.2386,1,1,significant
596,4,596-4,2271.15,10841.31,2272.85,10843.22,-1.7,-1.91,43.544,182.469,36.5682,308.9084,6.9758,-126.4394,1,1,significant
596,6,596-6,2271.15,10887.34,2272.85,10889.59,-1.7,-2.25,39.9465,133.563,38.2572,306.8712,1.6893,-173.3082,1,1,significant
596,7,596-7,2271.15,10825.97,2272.85,10827.77,-1.7,-1.8,42.143,132.6475,39.0352,306.2762,3.1078,-173.6287,1,1,significant
596,10,596-10,2271.15,2503.8,2272.85,2507.19,-1.7,-3.39,41.534,86.509,37.1854,95.3098,4.3486,-8.8008,1,1,significant
596,11,596-11,2271.15,2503.8,2272.85,2507.19,-1.7,-3.39,40.403,86.0385,38.7866,93.3738,1.6164,-7.3353,1,1,significant
596,12,596-12,2271.15,10887.34,2272.85,10889.59,-1.7,-2.25,42.802,180.5925,39.6882,304.3416,3.1138,-123.7491,1,1,significant
596,13,596-13,2271.15,10887.34,2272.85,10889.59,-1.7,-2.25,40.764,133.9115,41.0168,308.9556,-0.2528,-175.0441,1,1,significant
596,14,596-14,2271.15,10887.34,2272.85,10889.59,-1.7,-2.25,40.2965,134.943,40.3424,306.5294,-0.0459,-171.5864,1,1,significant
596,15,596-15,2271.15,10887.34,2272.85,10889.59,-1.7,-2.25,40.6535,134.5005,38.7652,317.2586,1.8883,-182.7581,1,1,significant
596,16,596-16,2271.15,10887.34,2272.85,10889.59,-1.7,-2.25,40.67,134.291,38.2674,307.8552,2.4026,-173.5642,1,1,significant
596,17,596-17,2271.15,10887.34,2272.85,10889.59,-1.7,-2.25,40.511,135.8415,38.751,305.6542,1.76,-169.8127,1,1,significant
596,21,596-21,2271.15,2503.8,2272.85,2507.19,-1.7,-3.39,40.694,85.694,37.881,93.7464,2.813,-8.0524,1,1,significant
596,23,596-23,2271.15,10887.34,2272.85,10889.59,-1.7,-2.25,40.577,136.6195,46.4264,307.236,-5.8494,-170.6165,1,1,significant
596,24,596-24,2271.15,10887.34,2272.85,10889.59,-1.7,-2.25,40.865,133.55,37.7416,306.4858,3.1234,-172.9358,1,1,significant
596,26,596-26,2271.15,10887.34,2272.85,10889.59,-1.7,-2.25,41.8875,133.9215,36.9922,311.6854,4.8953,-177.7639,1,1,significant
596,31,596-31,2271.15,10825.97,2272.85,10827.77,-1.7,-1.8,40.86,133.9075,38.6958,301.0986,2.1642,-167.1911,1,1,significant
596,34,596-34,2271.15,10825.97,2272.85,10827.77,-1.7,-1.8,40.6915,134.979,38.131,302.2504,2.5605,-167.2714,1,1,significant
596,52,596-52,2271.15,10887.34,2272.85,10889.59,-1.7,-2.25,40.3,183.0025,36.1772,306.4388,4.1228,-123.4363,1,1,significant
596,53,596-53,2271.15,10887.34,2272.85,10889.59,-1.7,-2.25,41.5075,134.968,37.7812,305.871,3.7263,-170.903,1,1,significant
596,60,596-60,2271.15,10825.97,2272.85,10827.77,-1.7,-1.8,42.018,132.7205,39.1618,303.5736,2.8562,-170.8531,1,1,significant
596,61,596-61,2271.15,10887.34,2272.85,10889.59,-1.7,-2.25,40.7825,133.7295,37.288,307.9746,3.4945,-174.2451,1,1,significant
596,62,596-62,2271.15,10887.34,2272.85,10889.59,-1.7,-2.25,41.7035,133.768,37.849,306.1444,3.8545,-172.3764,1,1,significant
596,63,596-63,2271.15,2503.8,2272.85,2507.19,-1.7,-3.39,41.982,88.7945,37.6998,92.609,4.2822,-3.8145,1,1,significant
596,77,596-77,2271.15,2503.8,2272.85,2507.19,-1.7,-3.39,41.0505,85.746,39.5318,95.6244,1.5187,-9.8784,1,1,significant
596,78,596-78,2271.15,2503.8,2272.85,2507.19,-1.7,-3.39,39.9985,90.909,38.628,94.0242,1.3705,-3.1152,1,1,significant
596,80,596-80,2271.15,10887.34,2272.85,10889.59,-1.7,-2.25,43.5135,134.853,40.6014,309.2914,2.9121,-174.4384,1,1,significant
596,81,596-81,2271.15,10887.34,2272.85,10889.59,-1.7,-2.25,41.544,134.1495,38.053,306.7224,3.491,-172.5729,1,1,significant
596,84,596-84,2271.15,10887.34,2272.85,10889.59,-1.7,-2.25,40.265,134.482,37.0382,307.019,3.2268,-172.537,1,1,significant
596,86,596-86,2271.15,10887.34,2272.85,10889.59,-1.7,-2.25,40.793,176.5005,38.485,309.4196,2.308,-132.9191,1,1,significant
596,89,596-89,2271.15,2503.8,2272.85,2507.19,-1.7,-3.39,40.334,90.1585,39.4432,94.084,0.8908,-3.9255,1,1,significant
596,90,596-90,2271.15,10887.34,2272.85,10889.59,-1.7,-2.25,40.5025,133.603,47.2952,309.5486,-6.7927,-175.9456,1,1,significant
596,91,596-91,2271.15,10887.34,2272.85,10889.59,-1.7,-2.25,41.7225,135.4325,41.1732,308.5906,0.5493,-173.1581,1,1,significant
596,92,596-92,2271.15,10887.34,2272.85,10889.59,-1.7,-2.25,40.368,136.463,38.2954,308.5276,2.0726,-172.0646,1,1,significant
596,93,596-93,2271.15,10887.34,2272.85,10889.59,-1.7,-2.25,41.6725,135.672,38.993,308.8824,2.6795,-173.2104,1,1,significant
596,95,596-95,2271.15,10887.34,2272.85,10889.59,-1.7,-2.25,40.157,134.28,39.1282,305.266,1.0288,-170.986,1,1,significant
596,96,596-96,2271.15,10887.34,2272.85,10889.59,-1.7,-2.25,40.6925,134.0815,37.642,305.9428,3.0505,-171.8613,1,1,significant
596,99,596-99,2271.15,10887.34,2272.85,10889.59,-1.7,-2.25,40.206,137.0965,37.1252,308.3734,3.0808,-171.2769,1,1,significant
596,102,596-102,2271.15,10887.34,2272.85,10889.59,-1.7,-2.25,40.7055,133.543,38.12,301.6446,2.5855,-168.1016,1,1,significant
596,103,596-103,2271.15,10887.34,2272.85,10889.59,-1.7,-2.25,40.468,133.501,36.3644,307.324,4.1036,-173.823,1,1,significant
596,104,596-104,2271.15,10887.34,2272.85,10889.59,-1.7,-2.25,41.034,176.329,37.6528,307.7992,3.3812,-131.4702,1,1,significant
596,107,596-107,2271.15,10887.34,2272.85,10889.59,-1.7,-2.25,40.484,134.134,37.33,308.6648,3.154,-174.5308,1,1,significant
596,108,596-108,2271.15,10887.34,2272.85,10889.59,-1.7,-2.25,41.9355,133.9505,37.9852,315.2222,3.9503,-181.2717,1,1,significant
596,109,596-109,2271.15,10887.34,2272.85,10889.59,-1.7,-2.25,40.7305,134.3635,39.2488,304.2058,1.4817,-169.8423,1,1,significant
596,115,596-115,2271.15,2503.8,2272.85,2507.19,-1.7,-3.39,40.451,91.594,37.0312,93.8874,3.4198,-2.2934,1,1,significant
596,145,596-145,2271.15,10887.34,2272.85,10889.59,-1.7,-2.25,40.4635,140.4215,37.109,304.989,3.3545,-164.5675,1,1,significant
1113,3,1113-3,2176.43,2214.99,2158.21,2173,18.22,41.99,17.4265,16.5355,12.3154,10.3024,5.1111,6.2331,0,0,not significant
1113,6,1113-6,2176.43,2214.75,2158.21,2172.72,18.22,42.03,17.244,17.4435,10.1744,11.5982,7.0696,5.8453,1,1,not significant
1113,7,1113-7,2176.43,2214.75,2158.21,2172.72,18.22,42.03,17.686,16.9305,12.8062,13.4734,4.8798,3.4571,0,1,not significant
1113,11,1113-11,2176.43,2214.75,2158.21,2172.72,18.22,42.03,17.4185,16.533,12.3688,12.7174,5.0497,3.8156,0,1,not significant
1113,18,1113-18,2176.43,2214.75,2158.21,2172.72,18.22,42.03,16.667,16.1005,11.5902,12.5522,5.0768,3.5483,0,1,not significant
1113,24,1113-24,2176.43,2214.75,2158.21,2172.72,18.22,42.03,18.1055,17.6765,11.6812,12.056,6.4243,5.6205,0,1,not significant
1113,34,1113-34,2176.43,2214.75,2158.21,2172.72,18.22,42.03,17.6865,16.1505,10.8684,12.3748,6.8181,3.7757,0,1,not significant
1113,65,1113-65,2176.43,2214.75,2158.21,2172.72,18.22,42.03,17.1905,16.8315,10.8218,11.9982,6.3687,4.8333,0,1,not significant
1113,72,1113-72,2176.43,2214.75,2158.21,2172.72,18.22,42.03,18.048,16.5285,11.2344,11.944,6.8136,4.5845,0,1,not significant
1113,79,1113-79,2176.43,2214.78,2158.21,2172.75,18.22,42.03,17.265,16.79,11.3016,9.5654,5.9634,7.2246,0,0,not significant
1113,97,1113-97,2176.43,2214.75,2158.21,2172.72,18.22,42.03,17.493,16.7895,11.4596,12.8612,6.0334,3.9283,0,1,not significant
1113,102,1113-102,2176.43,2214.75,2158.21,2172.72,18.22,42.03,17.6055,16.3725,10.5016,13.2726,7.1039,3.0999,0,1,not significant
1113,106,1113-106,2176.43,2214.99,2158.21,2173,18.22,41.99,17.5085,16.492,13.786,12.936,3.7225,3.556,0,0,not significant
1113,120,1113-120,2176.43,2214.75,2158.21,2172.72,18.22,42.03,17.142,16.4225,9.95,13.6224,7.192,2.8001,0,1,significant
1113,138,1113-138,2176.43,2214.75,2158.21,2172.72,18.22,42.03,17.151,16.6655,11.4412,12.0518,5.7098,4.6137,0,1,not significant
1113,146,1113-146,2176.43,2214.75,2158.21,2172.72,18.22,42.03,17.242,17.6045,13.5572,12.3322,3.6848,5.2723,1,0,not significant
1113,186,1113-186,2189.15,2228.12,2164.67,2180.7,24.48,47.42,17.935,16.413,12.4116,10.7114,5.5234,5.7016,0,0,not significant
1113,191,1113-191,2176.43,2214.78,2158.21,2172.75,18.22,42.03,17.6125,17.194,11.529,15.5388,6.0835,1.6552,0,1,significant
1113,207,1113-207,2176.43,2214.75,2158.21,2172.72,18.22,42.03,17.366,16.4215,11.194,12.238,6.172,4.1835,0,1,not significant
1113,225,1113-225,2176.43,2214.75,2158.21,2172.72,18.22,42.03,18.705,16.582,11.5414,13.7666,7.1636,2.8154,0,1,not significant
1113,228,1113-228,2182.79,2218.53,2161.44,2174.91,21.35,43.62,17.3235,16.222,10.8096,13.3316,6.5139,2.8904,0,1,not significant
614,14,614-14,6680.22,18209.59,6658.12,18271.08,22.1,-61.49,110.791,566.876,128.6064,371.6398,-17.8154,195.2362,1,1,significant
614,19,614-19,4230.08,17921.91,4232.2,17986.84,-2.12,-64.93,90.1885,569.052,87.7666,379.6932,2.4219,189.3588,1,1,significant
614,24,614-24,6680.22,18209.59,6658.12,18271.08,22.1,-61.49,112.775,595.1915,115.934,371.0048,-3.159,224.1867,1,1,significant
614,27,614-27,6680.22,18209.59,6658.12,18271.08,22.1,-61.49,112.889,585.538,115.2432,376.4288,-2.3542,209.1092,1,1,significant
614,28,614-28,6680.22,18209.59,6658.12,18271.08,22.1,-61.49,111.6185,581.118,116.4708,371.8574,-4.8523,209.2606,1,1,significant
614,35,614-35,6680.72,24807.89,6658.62,24823.68,22.1,-15.79,127.854,621.0215,136.9388,614.8112,-9.0848,6.2103,1,1,significant
614,36,614-36,10872.03,43491.71,10837.09,43691.74,34.94,-200.03,165.4785,603.9865,170.4148,384.5384,-4.9363,219.4481,1,1,significant
614,41,614-41,6680.22,18209.59,6658.12,18271.08,22.1,-61.49,112.4865,564.386,109.6688,374.129,2.8177,190.257,1,1,significant
614,45,614-45,4565.17,17879.71,4569.41,17944.45,-4.24,-64.74,92.8555,565.0135,86.244,377.4696,6.6115,187.5439,1,1,significant
